Timestamp,"Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [1 Chipotle]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [2 Memos ]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [3 U:Don ]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [4 Costa's ]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [5 Thai Tom]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [6 Palmi BBQ]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [7 Chi Mac]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [8 Taste of Xi'an]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [9 Just Burgers]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [10 Korean Tofu House]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [11 Shawarma King]","Please give an OVERALL PERFORMANCE score for each restaurant (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied) [12 Pho Shizzle]","If 2 or more restaurants have the same score, please give us their order of preference.  Please put down NUMBER instead of NAME (if you want to say: Chipotle > Thai Tom > Pho Shizzle, please put down: 1 > 5 > 12)","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [1 Chipotle]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [2 Memos Mexican Food Restaurant]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [3 U:Don Fresh Japanese Noodle Station]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [4 Costa's Restaurant]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [5 Thai Tom]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [6 Palmi Korean BBQ]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [7 Chi Mac]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [8 Taste of Xi'an]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [9 Just Burgers]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [10 Korean Tofu House]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [11Shawarma King]","Please tell us how CONFIDENT you are for giving the overall score above (score 1 - 3, 1 as not confident at all, 3 as very confident) [12 Pho Shizzle]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [1 Chipotle]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [2 Memos ]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [3 U:Don ]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [4 Costa's ]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [5 Thai Tom]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [6 Palmi BBQ]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [7 Chi Mac]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [8 Taste of Xi'an]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [9 Just Burgers]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [10 Korean Tofu House]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [11 Shawarma King]"," Please rate the FOOD QUALITY of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [12 Pho Shizzle]","If 2 or more restaurants have the same score, please give us their order of preference.  Please put down NUMBER instead of NAME (if you want to say: Chipotle > Thai Tom > Pho Shizzle, please put down: 1 > 5 > 12)"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [1 Chipotle]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [2 Memos ]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [3 U:Don ]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [4 Costa's ]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [5 Thai Tom]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [6 Palmi BBQ]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [7 Chi Mac]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [8 Taste of Xi'an]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [9 Just Burgers]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [10 Korean Tofu House]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [11 Shawarma King]"," Please rate the Customer Service of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [12 Pho Shizzle]","If 2 or more restaurants have the same score, please give us their order of preference.  Please put down NUMBER instead of NAME (if you want to say: Chipotle > Thai Tom > Pho Shizzle, please put down: 1 > 5 > 12)"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [1 Chipotle]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [2 Memos ]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [3 U:Don ]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [4 Costa's ]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [5 Thai Tom]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [6 Palmi Korean BBQ]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [7 Chi Mac]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [8 Taste of Xi'an]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [9 Just Burgers]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [10 Korean Tofu House]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [11 Shawarma King]"," Please rate the RESTAURANT ENVIRONMENT of the restaurant. (score 1 - 9, 1 as extremely dissatisfied, 9 as extremely satisfied)  [12 Pho Shizzle]","If 2 or more restaurants have the same score, please give us their order of preference.  Please put down NUMBER instead of NAME (if you want to say: Chipotle > Thai Tom > Pho Shizzle, please put down: 1 > 5 > 12)"
2021/10/10 4:37:32 AM MDT,6,4,8,4,7,5,6,7,5,6,5,4,5 > 8; 10 > 7 > 1; 6 > 9 > 11; 12 > 2 > 4,3,1,3,1,2,2,3,3,2,3,2,1,6,5,9,4,7,6,7,8,6,8,6,5,10 > 8; 5 > 7; 1 > 6 > 9> 11;  12 > 2,5,5,9,5,5,6,7,7,5,7,5,5,10>7>8; 5>1>12>11>9>4>2,6,6,7,5,4,7,7,8,6,8,5,6,8>10 ; 6>7>3;12>2>1>9; 4>11
2021/10/10 10:17:03 AM MDT,8,5,6,4,5,4,5,7,3,7,7,7,Xian > PhoShizzle> Korean Tofu> Shawarma,3,1,1,1,2,1,1,2,1,1,1,1,7,5,6,5,4,5,6,7,3,6,4,4,"xian>chipotle, udon>korean>chimac,shawarma>thai tom>pho shizzle",8,6,6,6,5,6,6,7,6,6,6,6,memos>udon>costas>palmi>chimac>just burgers>tofu house>shawarma>pho,6,6,6,6,7,6,6,8,5,6,7,6,chipotle>palmi>pho>chimac>costas
2021/10/11 9:24:25 AM MDT,4,3,6,4,5,5,6,9,7,8,7,7,"Shawarma King > Pho Shizzle > Just Burgers, Thai Tom > Palmi BBQ, Chipotle > Costa's",3,1,2,1,1,1,1,3,3,3,3,2,4,3,6,5,5,5,6,9,8,9,7,6,"Taste of Xi'an > KTH, UDon > Chi Mac > Pho Shizzle, Costa's>Thai Tom>Palmi BBQ",7,2,6,3,5,5,5,8,9,6,7,7,"Shawarma King > Chipotle > Pho Shizzle, Thai Tom > Palmi BBQ > Chi <Mac",5,4,8,7,2,6,5,4,3,8,1,2,"KTH > UDon, Chi Mac > Chipotle, Memos > Taste of Xi'an, Thai Tom > Pho Shizzle"
2021/10/11 9:36:02 AM MDT,6,5,5,5,5,5,5,5,5,6,5,5,"1>10, 2>3>4>5>6>7>8>9>11>12",3,1,1,1,1,1,1,1,1,2,1,1,6,1,1,1,1,1,1,1,1,4,1,1,5>12>11>8>6>9>4>3>2,6,1,1,1,1,1,1,1,1,5,1,1,2>3>4>5>6>7>8>9>11>12,6,1,1,1,1,1,1,1,1,4,1,1,2>3>4>5>6>7>8>9>11>12
2021/10/11 10:44:52 PM MDT,3,9,4,6,5,7,6,5,2,9,5,6,8>2>11; 7>12>4;2>10,2,3,2,2,2,3,3,3,1,2,2,1,7,9,7,7,7,8,7,5,3,8,6,4,5>3>7>1>4; 6>10,4,9,5,3,6,7,2,5,2,5,4,8,7>9; 8>3>10,5,9,6,7,4,3,2,7,1,5,5,5,10>12>1>11
2021/10/11 10:45:47 PM MDT,3,3,3,3,3,3,4,4,3,4,3,3,7 8 10 2 3 1 5 4 6 9 12 11,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,3,4,same,4,3,4,4,4,3,4,3,4,3,4,3,same,4,3,4,3,4,4,3,4,3,3,3,4,same
2021/10/11 10:47:27 PM MDT,3,7,6,7,9,4,8,7,4,9,6,5,6>9，3>11，8>4>2，10>5,1,3,2,1,3,2,3,3,2,3,1,1,3,9,6,6,8,5,9,8,4,7,3,2,3>11，4>3，5>8，2>7,3,4,3,5,6,7,8,8,7,9,6,8,3>1，5>11，9>6，7>8,2,6,3,5,7,7,8,8,5,9,4,3,3>12，9>4，5>6，7>8
2021/10/11 10:48:15 PM MDT,3,4,7,7,9,8,8,2,4,9,5,4,"5>10, 6>7, 3>4, 9>2>12",1,2,3,3,3,3,3,3,1,3,1,2,6,7,7,7,9,8,7,7,5,9,4,3,"5>10, 3>7>8>2>4",4,4,5,5,5,5,5,6,6,8,7,3,"5>6>4>3>7, 1>2",7,9,7,8,6,4,6,9,5,3,5,5,"2>8, 3>1, 5>7, 11>12>9"
2021/10/12 1:03:40 AM MDT,6,4,3,4,5,4,7,8,6,6,5,5,6>4>2; 5>12>11,3,1,3,1,2,2,3,3,2,3,2,2,7,4,3,4,5,5,7,8,6,7,5,5,4>2; 5>6>12>11;7>10>1,6,4,3,4,5,5,6,6,5,6,5,5,4>2;9>5>6>12>11;8>7>1>10,6,5,3,5,4,5,4,6,5,4,4,4,7>5>10>12>11; 6>9>2>4; 8>1
2021/10/12 4:31:34 PM MDT,7,5,7,6,8,5,6,7,8,3,6,9,"2 > 6, 11 > 4 > 7, 1 > 3> 8, 5 > 9",3,3,2,2,3,1,1,1,3,1,2,3,7,5,7,8,9,5,6,7,8,3,6,9,"2 > 6, 11 > 7, 1 > 3 > 8, 9 > 4, 12 > 5",9,5,8,9,9,8,7,8,9,7,6,8,"7 > 10, 12 > 3 > 6 > 8, 4 > 5 > 9 > 1",7,3,8,9,7,6,6,7,7,6,5,8,"7 > 6 > 10, 9 > 1 > 8 > 5, 12 > 3 "
2021/10/13 7:19:42 PM MDT,9,6,3,8,9,4,5,8,9,7,6,9,"2>11,  4>8, 5>12>9>1",3,3,2,2,3,1,1,1,3,1,1,3,7,3,5,5,9,3,4,5,9,6,6,8,"5>9, 11>10, 4>3>8, 2>6",7,9,4,6,6,2,1,3,8,4,5,5,"4>5, 12>11, 10>3",7,9,4,6,2,3,3,3,5,3,4,5,"12>9,  10>8>7>6"
